comparison,metric,mean_delta,ci95_low,ci95_high,n_users
DynaSID-v8 - Static-GNPR-SID,Acc@1,0.04718847631540221,0.03545050454762487,0.05907204777573448,1363
DynaSID-v8 - Static-GNPR-SID,Recall@10,0.20607982137696007,0.18648102844819645,0.22581751047314144,1363
DynaSID-v8 - Static-GNPR-SID,NDCG@10,0.12393915582563275,0.11218749672184587,0.13498633891762596,1363
DynaSID-v8 - Static-GNPR-SID,Infeasible@10,-0.3893001892946867,-0.39919884140376616,-0.3793055022237891,1363
DynaSID-v8 - Static-GNPR-SID,MeanDist@10,-8.44011319082641,-8.601026270122347,-8.279218078884796,1363
