user,trajectory,rank_dyn,Infeasible@10_dyn,MeanDist@10_dyn,Acc@1_dyn,Recall@10_dyn,NDCG@10_dyn,rank_base,Infeasible@10_base,MeanDist@10_base,Acc@1_base,Recall@10_base,NDCG@10_base,rank_gain,distance_reduction
901,901_68,3,0.0,1.6809360740788244,0.0,1.0,0.5,3832,0.4,10.556013973775654,0.0,0.0,0.0,3829,8.87507789969683
738,738_31,577,0.0,3.015532322383339,0.0,0.0,0.0,4391,0.0,4.5136251141844355,0.0,0.0,0.0,3814,1.4980927918010964
709,709_36,458,0.0,1.399850194843107,0.0,0.0,0.0,4260,0.2,4.793887216762965,0.0,0.0,0.0,3802,3.394037021919858
928,928_48,3,0.0,0.8095557000830121,0.0,1.0,0.5,3770,0.7,14.96168612039655,0.0,0.0,0.0,3767,14.152130420313538
639,639_48,229,0.0,2.307331205262985,0.0,0.0,0.0,3948,0.2,8.180858352976715,0.0,0.0,0.0,3719,5.87352714771373
688,688_54,45,0.0,0.23181206421854927,0.0,0.0,0.0,3763,0.5,8.911597229386386,0.0,0.0,0.0,3718,8.679785165167836
181,181_58,148,0.0,0.8782378719704242,0.0,0.0,0.0,3837,0.5,11.365373233247043,0.0,0.0,0.0,3689,10.487135361276618
493,493_62,263,0.0,1.3189989466859493,0.0,0.0,0.0,3937,0.8,18.61849617817321,0.0,0.0,0.0,3674,17.299497231487262
900,900_69,664,0.0,1.0922288030531486,0.0,0.0,0.0,4331,0.2,5.662563696940073,0.0,0.0,0.0,3667,4.570334893886924
435,435_46,155,0.0,0.7020291903794695,0.0,0.0,0.0,3821,0.1,3.361202842236131,0.0,0.0,0.0,3666,2.6591736518566615
99,99_76,2,0.0,2.141860297551327,0.0,1.0,0.6309297535714575,3632,0.7,17.227460530573996,0.0,0.0,0.0,3630,15.085600233022669
998,998_26,48,0.0,0.5479085091498307,0.0,0.0,0.0,3651,0.1,4.228561352363503,0.0,0.0,0.0,3603,3.680652843213672
804,804_48,100,0.0,0.8161437253810216,0.0,0.0,0.0,3688,0.2,5.014435774566344,0.0,0.0,0.0,3588,4.198292049185323
862,862_41,244,0.1,1.7201780429968097,0.0,0.0,0.0,3809,0.8,11.053935899670643,0.0,0.0,0.0,3565,9.333757856673833
