epoch,loss,quantization_loss,reconstruction_mse,collision_rate
1,0.006860327471287981,0.00013465262201216614,0.006793001185982458,0.22725522905171303
10,0.005714103294115874,7.253571663656453e-05,0.005677835399945898,0.466315924547671
20,0.005514670764246295,8.416683375534992e-05,0.005472587316387122,0.3713589118439625
30,0.0054332169013157966,0.00010548731558130032,0.005380473219819607,0.4225587065315026
40,0.005404212106499941,9.78590679522078e-05,0.005355282566480098,0.3544206339022199
50,0.005329460145965699,8.987216314116884e-05,0.00528452405706048,0.29885794944180677
60,0.005268236441958335,0.0001157539917321335,0.005210359400558856,0.26536635442063394
